2 0 2 ..FGBB..FGH..AAGH......ICCCDDI..EE..
3 1 2 ..F.BB..FGH..AAGH....G.ICCCDDI..EE.. G99
3 1 2 ..FGBB..FGH.AA.GH......ICCCDDI..EE.. A99
3 1 2 ..FGBB..FGH..AAGH......ICCCDDI...EE. E99
3 1 2 ..FGBB..FGH..AAGH.......CCCDDI..EE.I I99
3 1 2 ..FGBB..FG...AAGH.....HICCCDDI..EE.. H99
3 1 2 ..FGBB..FGH..AAGH......ICCCDDIEE.... E98
3 1 2 ..FGBB..FGH..AAGH......ICCCDDI....EE E98
3 1 2 ..FGBB..FGH..AAGH......ICCCDDI.EE... E99
4 1 3 ..FGBB..FGHI.AAGHI......CCCDD...EE.. I98
4 1 3 ..FGBB..FGH..AAGHI.....ICCCDD...EE.. I99
4 2 2 ..F.BB..FGH..AAGH....G..CCCDDI..EE.I G99 I99
4 2 2 ..FGBB..FGH..AAGH.......CCCDDI...EEI I99 E99
4 2 2 ..FGBB..FG...AAGH.....H.CCCDDI..EE.I H99 I99
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDIEE.... A99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDI...EE. H99 E99
4 2 2 ..F.BB..FGH.AA.GH....G.ICCCDDI..EE.. G99 A99
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDI....EE A99 E98
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDI.EE... A99 E99
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDIEE.... G99 E98
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDI...EE. A99 E99
4 2 2 ..FGBB..FGH.AA.GH.......CCCDDI..EE.I A99 I99
4 2 2 ..F.BB..FG...AAGH....GHICCCDDI..EE.. G99 H99
4 2 2 ..FBB...FGH..AAGH....G.ICCCDDI..EE.. G99 B99
4 2 2 ..FGBB..FG..AA.GH.....HICCCDDI..EE.. H99 A99
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDI.EE... G99 E99
4 2 2 ..FGBB..FGH..AAGH.......CCCDDIEE...I I99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDI.EE... H99 E99
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDI....EE G99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDI....EE H99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDIEE.... H99 E98
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDI...EE. G99 E99
4 2 2 ..FGBB..FGH..AAGH.......CCCDDI.EE..I I99 E99
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD.....EE I98 E98
5 2 3 ..FGBB..FGHI.AAGHI......CCC.DD..EE.. I98 D99
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD....EE. I98 E99
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD....EE. I99 E99
5 2 3 ..FGBB..FGH..AAGHI.....ICCC.DD..EE.. I99 D99
5 2 3 ..F.BB..FGH..AAGHI...G.ICCCDD...EE.. G99 I99
5 2 3 ..FGBB..FGHIAA.GHI......CCCDD...EE.. A99 I98
5 2 3 ..F.BB..FGHI.AAGHI...G..CCCDD...EE.. G99 I98
5 2 3 ..FGBB..FGH.AA.GHI.....ICCCDD...EE.. A99 I99
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD..EE... I98 E99
5 2 3 ...GBB...GH.AAFGH...F..ICCCDDI..EE.. F98 A99
5 2 3 ...GBB..FGH.AAFGH......ICCCDDI..EE.. F99 A99
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD..EE... I99 E99
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD.....EE I99 E98
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD.EE.... I99 E98
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD.EE.... I98 E98
5 2 3 ..FGBB..FG.I.AAGHI....H.CCCDD...EE.. H99 I98
5 2 3 ..FGBB..FG...AAGHI....HICCCDD...EE.. H99 I99
11 8 3 BB..H....GHIAAFG.I..FG...CCCDD..EE.. F98 G99 B96 H99 A99 I98 C99 D99
11 8 3 ...BBI..FGHIAAFGH....G...CCCDD....EE F99 G99 B99 A99 I97 C99 D99 E98
11 8 3 ..FBB...FG..AA.GHI...GHI.CCCDD.EE... G99 B99 H99 A99 I99 C99 D99 E99
11 8 3 ..FBB...FG..AA.GHI...GHI.CCCDDEE.... G99 B99 H99 A99 I99 C99 D99 E98
11 8 3 BBFG....FGHIAA.GHI......CCCDD.EE.... F96 G98 B96 A99 I98 E98
11 8 3 BB.G.....G..AAFGH...F.H.CCCDDI...EEI F98 G98 B96 H99 A99 I99 E99
11 8 3 BBFG....FGH.AA.GHI.....ICCCDD.EE.... F96 G98 B96 A99 I99 E98
11 8 3 BB.GH....GHIAAFG.I..F...CCC.DD..EE.. F98 G98 B96 H99 A99 I98 D99
11 8 3 BBF.....FGHI.AAGHI...G..CCCDD.EE.... F96 G99 B96 A98 I98 E98
11 8 3 ..FBB...FG.IAA.GHI...GH..CCCDD.EE... G99 B99 H99 A99 I98 C99 D99 E99
11 8 3 BBF.....FGH..AAGHI...G.ICCCDD.EE.... F96 G99 B96 A98 I99 E98
11 8 3 BBF.....FG.IAA.GHI...GH.CCCDD.EE.... F96 G99 B96 H99 A99 I98 E98
11 8 3 BBF.....FG..AA.GHI...GHICCCDD.EE.... F96 G99 B96 H99 A99 I99 E98
11 8 3 BB.G....FG..AAFGH.....H.CCCDDI.EE..I F99 G98 B96 H99 A99 I99 E99
11 8 3 ..FBB...FG.IAA.GHI...GH..CCCDD...EE. G99 B99 H99 A99 I98 C99 D99 E99
11 8 3 BB..H.....HIAAFG.I..FG..CCCGDDEE.... F98 G98 B96 H99 A99 I98 D99 E98
11 8 3 ..FBB...FG..AA.GHI...GHI.CCCDD....EE G99 B99 H99 A99 I99 C99 D99 E98
11 8 3 BB.G....FG..AAFGH.....H.CCCDDIEE...I F99 G98 B96 H99 A99 I99 E98
11 8 3 .BBG.I..FG.IAAFGH.....H.CCCDD.EE.... F99 G98 B97 H99 A99 I97 E98
11 8 3 .BBGH....GH.AAFG.I..F..ICCCDD....EE. F98 G98 B97 H99 A99 I99 E99
11 8 3 .BBG.....G..AAFGH...F.H.CCCDDIEE...I F98 G98 B97 H99 A99 I99 E98
11 8 3 BB..H....GH.AAFG.I..FG.ICCC.DD....EE F98 G99 B96 H99 A99 I99 D99 E98
11 8 3 BB.G.I...GHIAAFGH...F...CCC.DD.EE... F98 G98 B96 A99 I97 D99 E99
11 8 3 BB...I....HIAAFGH...FG..CCCGDDEE.... F98 G98 B96 A99 I97 D99 E98
11 8 3 ...BB...F...AAF.HI...GHICCCGDD...GEE F99 G97 B99 H99 A99 I99 D99 E98
11 8 3 BB..H....GH.AAFG.I..FG.ICCC.DDEE.... F98 G99 B96 H99 A99 I99 D99 E98
11 8 3 ...BB.......AAF.HI..FGHICCCGDD...GEE F98 G97 B99 H99 A99 I99 D99 E98
11 8 3 BB...I...G.IAAFGH...FGH.CCC.DD....EE F98 G99 B96 H99 A99 I97 D99 E98
11 8 3 BB.G.I...GHIAAFGH...F...CCC.DD....EE F98 G98 B96 A99 I97 D99 E98
11 8 3 BB..H....GH.AAFG.I..FG.I.CCCDD..EE.. F98 G99 B96 H99 A99 I99 C99 D99
11 8 3 BB.G.I...G.IAAFGH...F.H.CCCDD.EE.... F98 G98 B96 H99 A99 I97 E98
11 8 3 BB..H....GHIAAFG.I..FG..CCC.DDEE.... F98 G99 B96 H99 A99 I98 D99 E98
11 8 3 BB...I...GHIAAFGH...FG...CCCDD....EE F98 G99 B96 A99 I97 C99 D99 E98
11 8 3 BB...I...GHIAAFGH...FG...CCCDD.EE... F98 G99 B96 A99 I97 C99 D99 E99
11 8 3 BB...I...G.IAAFGH...FGH.CCC.DDEE.... F98 G99 B96 H99 A99 I97 D99 E98
11 8 3 BB...I...GHIAAFGH...FG...CCCDD...EE. F98 G99 B96 A99 I97 C99 D99 E99
11 8 3 BB...I...G.IAAFGH...FGH..CCCDD..EE.. F98 G99 B96 H99 A99 I97 C99 D99
11 8 3 BB...I...GHIAAFGH...FG...CCCDDEE.... F98 G99 B96 A99 I97 C99 D99 E98
11 8 3 .BB..I..FGHIAAFGH....G...CCCDD...EE. F99 G99 B97 A99 I97 C99 D99 E99
11 8 3 ..BB.I..FG.IAAFGH....GH.CCC.DDEE.... F99 G99 B98 H99 A99 I97 D99 E98
11 8 3 .BBG.I...G.IAAFGH...F.H.CCCDD.....EE F98 G98 B97 H99 A99 I97 E98
11 8 3 BB.G.I...GHIAAFGH...F...CCC.DDEE.... F98 G98 B96 A99 I97 D99 E98
11 8 3 .BB..I...GHIAAFGH...FG...CCCDD.EE... F98 G99 B97 A99 I97 C99 D99 E99
11 8 3 .BBG.I..FGHIAAFGH.......CCC.DD....EE F99 G98 B97 A99 I97 D99 E98
11 8 3 .BBG.....G..AAFGH...F.H.CCCDDI.EE..I F98 G98 B97 H99 A99 I99 E99
11 8 3 .BBG.I...GHIAAFGH...F...CCC.DD....EE F98 G98 B97 A99 I97 D99 E98
11 8 3 .BBG.I...GHIAAFGH...F...CCC.DD...EE. F98 G98 B97 A99 I97 D99 E99
11 8 3 BB......F..IAAF.HI...GH.CCCGDD...GEE F99 G97 B96 H99 A99 I98 D99 E98
11 8 3 .BBG.I...GHIAAFGH...F...CCC.DDEE.... F98 G98 B97 A99 I97 D99 E98
11 8 3 BB.........IAAF.HI..FGH.CCCGDD...GEE F98 G97 B96 H99 A99 I98 D99 E98
11 8 3 .BB..I..FGHIAAFGH....G...CCCDDEE.... F99 G99 B97 A99 I97 C99 D99 E98
11 8 3 BB...I..FG.IAAFGH....GH.CCC.DD.EE... F99 G99 B96 H99 A99 I97 D99 E99
11 8 3 ...BBI....HIAAFGH...FG..CCCGDD.EE... F98 G98 B99 A99 I97 D99 E99
11 8 3 ..BB.I..FG.IAAFGH....GH.CCC.DD....EE F99 G99 B98 H99 A99 I97 D99 E98
11 8 3 .BB..I..FG.IAAFGH....GH.CCC.DDEE.... F99 G99 B97 H99 A99 I97 D99 E98
11 8 3 .BB..I..F.HIAAFGH....G..CCCGDDEE.... F99 G98 B97 A99 I97 D99 E98
11 8 3 ..BB.I...G.IAAFGH...FGH.CCC.DD....EE F98 G99 B98 H99 A99 I97 D99 E98
11 8 3 .BBG.I..FGHIAAFGH.......CCC.DDEE.... F99 G98 B97 A99 I97 D99 E98
11 8 3 .BB........IAAF.HI..FGH.CCCGDD.EEG.. F98 G97 B97 H99 A99 I98 D99 E99
11 8 3 ..BB.I...G.IAAFGH...FGH.CCC.DDEE.... F98 G99 B98 H99 A99 I97 D99 E98
11 8 3 BB.G.I..FGHIAAFGH.......CCC.DD.EE... F99 G98 B96 A99 I97 D99 E99
11 8 3 ..BB.......IAAF.HI..FGH.CCCGDD.EEG.. F98 G97 B98 H99 A99 I98 D99 E99
11 8 3 BB...I..FGHIAAFGH....G...CCCDD...EE. F99 G99 B96 A99 I97 C99 D99 E99
11 8 3 BB.G.....G..AAFGH...F.H.CCCDDI.EE..I F98 G98 B96 H99 A99 I99 E99
11 8 3 .BB.H...FGHIAAFG.I...G..CCC.DDEE.... F99 G99 B97 H99 A99 I98 D99 E98
11 8 3 BB.G.I..FGHIAAFGH.......CCC.DDEE.... F99 G98 B96 A99 I97 D99 E98
11 8 3 BB...I..F.HIAAFGH....G..CCCGDDEE.... F99 G98 B96 A99 I97 D99 E98
11 8 3 .BB.H...FGH.AAFG.I...G.ICCC.DDEE.... F99 G99 B97 H99 A99 I99 D99 E98
11 8 3 ...BBI..FG.IAAFGH....GH.CCC.DD.EE... F99 G99 B99 H99 A99 I97 D99 E99
11 8 3 .BB.....F...AAF.HI...GHICCCGDD...GEE F99 G97 B97 H99 A99 I99 D99 E98
11 8 3 ..BB....F...AAF.HI...GHICCCGDD...GEE F99 G97 B98 H99 A99 I99 D99 E98
11 8 3 .BB..I...G.IAAFGH...FGH.CCC.DD....EE F98 G99 B97 H99 A99 I97 D99 E98
11 8 3 ..BB.......IAAF.HI..FGH.CCCGDDEE.G.. F98 G97 B98 H99 A99 I98 D99 E98
11 8 3 .BBG.I...G.IAAFGH...F.H.CCCDD.EE.... F98 G98 B97 H99 A99 I97 E98
11 8 3 ...BB.......AAF.HI..FGHICCCGDDEE.G.. F98 G97 B99 H99 A99 I99 D99 E98
11 8 3 ..BB........AAF.HI..FGHICCCGDD...GEE F98 G97 B98 H99 A99 I99 D99 E98
11 8 3 .BB..I...G.IAAFGH...FGH.CCC.DDEE.... F98 G99 B97 H99 A99 I97 D99 E98
11 8 3 ..BBH...FGHIAAFG.I...G..CCC.DDEE.... F99 G99 B98 H99 A99 I98 D99 E98
11 8 3 ...BBI...G.IAAFGH...FGH.CCC.DD.EE... F98 G99 B99 H99 A99 I97 D99 E99
11 8 3 BB..H...FGH.AAFG.I...G.ICCC.DDEE.... F99 G99 B96 H99 A99 I99 D99 E98
11 8 3 .BB..I...G.IAAFGH...FGH.CCC.DD...EE. F98 G99 B97 H99 A99 I97 D99 E99
11 8 3 .BBG....FG..AAFGH.....H.CCCDDI.EE..I F99 G98 B97 H99 A99 I99 E99
11 8 3 BB..H...FGHIAAFG.I...G..CCC.DDEE.... F99 G99 B96 H99 A99 I98 D99 E98
11 8 3 ..BB....F..IAAF.HI...GH.CCCGDDEE.G.. F99 G97 B98 H99 A99 I98 D99 E98
11 8 3 .BB.....F..IAAF.HI...GH.CCCGDDEE.G.. F99 G97 B97 H99 A99 I98 D99 E98
11 8 3 .BB........IAAF.HI..FGH.CCCGDDEE.G.. F98 G97 B97 H99 A99 I98 D99 E98
11 8 3 ...BB...F...AAF.HI...GHICCCGDDEE.G.. F99 G97 B99 H99 A99 I99 D99 E98
11 8 3 BB.GH...FGHIAAFG.I......CCCDD.EE.... F99 G98 B96 H99 A99 I98 E98
11 8 3 ..BB.......IAAF.HI..FGH.CCCGDD...GEE F98 G97 B98 H99 A99 I98 D99 E98
11 8 3 .BB.....F..IAAF.HI...GH.CCCGDD...GEE F99 G97 B97 H99 A99 I98 D99 E98
11 8 3 ..BB....F..IAAF.HI...GH.CCCGDD...GEE F99 G97 B98 H99 A99 I98 D99 E98
11 8 3 ..BBH...FGH.AAFG.I...G.ICCC.DDEE.... F99 G99 B98 H99 A99 I99 D99 E98
11 8 3 .BB........IAAF.HI..FGH.CCCGDD...GEE F98 G97 B97 H99 A99 I98 D99 E98
11 8 3 .BB.H....GH.AAFG.I..FG.ICCC.DDEE.... F98 G99 B97 H99 A99 I99 D99 E98
11 8 3 ..BB.I...GHIAAFGH...FG...CCCDDEE.... F98 G99 B98 A99 I97 C99 D99 E98
11 8 3 .BBGH....GHIAAFG.I..F...CCC.DD..EE.. F98 G98 B97 H99 A99 I98 D99
11 8 3 .BB.H....GHIAAFG.I..FG..CCC.DDEE.... F98 G99 B97 H99 A99 I98 D99 E98
11 8 3 ..BBH....GHIAAFG.I..FG..CCC.DDEE.... F98 G99 B98 H99 A99 I98 D99 E98
11 8 3 BB...I..FG.IAAFGH....GH.CCC.DDEE.... F99 G99 B96 H99 A99 I97 D99 E98
11 8 3 BB..........AAF.HI..FGHICCCGDD.EEG.. F98 G97 B96 H99 A99 I99 D99 E99
11 8 3 ..BBH....GHIAAFG.I..FG..CCC.DD.EE... F98 G99 B98 H99 A99 I98 D99 E99
11 8 3 ..BBH....GHIAAFG.I..FG..CCC.DD....EE F98 G99 B98 H99 A99 I98 D99 E98
11 8 3 ..BBH.....H.AAFG.I..FG.ICCCGDDEE.... F98 G98 B98 H99 A99 I99 D99 E98
11 8 3 BB......F...AAF.HI...GHICCCGDD...GEE F99 G97 B96 H99 A99 I99 D99 E98
11 8 3 BB..........AAF.HI..FGHICCCGDD...GEE F98 G97 B96 H99 A99 I99 D99 E98
11 8 3 ..BBH....GH.AAFG.I..FG.ICCC.DDEE.... F98 G99 B98 H99 A99 I99 D99 E98
11 8 3 ...BBI...G.IAAFGH...FGH.CCC.DD...EE. F98 G99 B99 H99 A99 I97 D99 E99
11 8 3 .BBG....FG..AAFGH.....H.CCCDDIEE...I F99 G98 B97 H99 A99 I99 E98
11 8 3 ..BB.I..FG.IAAFGH....GH.CCC.DD...EE. F99 G99 B98 H99 A99 I97 D99 E99
11 8 3 .BBGH....GHIAAFG.I..F...CCCDD.EE.... F98 G98 B97 H99 A99 I98 E98
11 8 3 ...BB......IAAF.HI..FGH.CCCGDD.EEG.. F98 G97 B99 H99 A99 I98 D99 E99
11 8 3 .BB.........AAF.HI..FGHICCCGDD.EEG.. F98 G97 B97 H99 A99 I99 D99 E99
11 8 3 ...BBI.....IAAFGH...FGH.CCCGDD..EE.. F98 G98 B99 H99 A99 I97 D99
11 8 3 BB...I..FG.IAAFGH....GH.CCC.DD....EE F99 G99 B96 H99 A99 I97 D99 E98
11 8 3 ..BBH....GH.AAFG.I..FG.ICCC.DD.EE... F98 G99 B98 H99 A99 I99 D99 E99
11 8 3 BB.G.I..FG.IAAFGH.....H.CCCDD....EE. F99 G98 B96 H99 A99 I97 E99
11 8 3 BB.G.I...G.IAAFGH...F.H.CCCDD..EE... F98 G98 B96 H99 A99 I97 E99
11 8 3 ..BB........AAF.HI..FGHICCCGDD.EEG.. F98 G97 B98 H99 A99 I99 D99 E99
11 8 3 ..BBH....GH.AAFG.I..FG.ICCC.DD...EE. F98 G99 B98 H99 A99 I99 D99 E99
11 8 3 ..BBH....GH.AAFG.I..FG.ICCC.DD....EE F98 G99 B98 H99 A99 I99 D99 E98
11 8 3 .BB.....F...AAF.HI...GHICCCGDD.EEG.. F99 G97 B97 H99 A99 I99 D99 E99
11 8 3 BB.G.I..FG.IAAFGH.....H.CCCDD.....EE F99 G98 B96 H99 A99 I97 E98
11 8 3 .BB.H...F.H.AAFG.I...G.ICCCGDDEE.... F99 G98 B97 H99 A99 I99 D99 E98
11 8 3 ..BB....F...AAF.HI...GHICCCGDD.EEG.. F99 G97 B98 H99 A99 I99 D99 E99
11 8 3 .BBGH....GHIAAFG.I..F...CCCDD..EE... F98 G98 B97 H99 A99 I98 E99
11 8 3 .BBGH....GHIAAFG.I..F...CCCDD.....EE F98 G98 B97 H99 A99 I98 E98
11 8 3 ..BBH....GHIAAFG.I..FG..CCC.DD...EE. F98 G99 B98 H99 A99 I98 D99 E99
11 8 3 ..BBH....GH.AAFG.I..FG.I.CCCDD..EE.. F98 G99 B98 H99 A99 I99 C99 D99
11 8 3 BBF.....FGH..AAGHI...G.ICCCDD.....EE F96 G99 B96 A98 I99 E98
11 8 3 ...BBI..FG.IAAFGH....GH.CCC.DDEE.... F99 G99 B99 H99 A99 I97 D99 E98
11 8 3 BB.GH...FGHIAAFG.I......CCCDD..EE... F99 G98 B96 H99 A99 I98 E99
11 8 3 .BB.H....GH.AAFG.I..FG.ICCC.DD....EE F98 G99 B97 H99 A99 I99 D99 E98
11 8 3 ..BB.I...GHIAAFGH...FG...CCCDD....EE F98 G99 B98 A99 I97 C99 D99 E98
11 8 3 ..BBH...FGH.AAFG.I...G.I.CCCDD..EE.. F99 G99 B98 H99 A99 I99 C99 D99
11 8 3 ..BBH....GHIAAFG.I..FG...CCCDD..EE.. F98 G99 B98 H99 A99 I98 C99 D99
11 8 3 BB.G.I..FG.IAAFGH.....H.CCCDD.EE.... F99 G98 B96 H99 A99 I97 E98
11 8 3 ...BB.......AAF.HI..FGHICCCGDD.EEG.. F98 G97 B99 H99 A99 I99 D99 E99
11 8 3 BB..H.....H.AAFG.I..FG.ICCCGDD.EE... F98 G98 B96 H99 A99 I99 D99 E99
11 8 3 ..BB.I....HIAAFGH...FG..CCCGDD....EE F98 G98 B98 A99 I97 D99 E98
11 8 3 ..BB.I....HIAAFGH...FG..CCCGDDEE.... F98 G98 B98 A99 I97 D99 E98
11 8 3 .BB.H....GHIAAFG.I..FG...CCCDD..EE.. F98 G99 B97 H99 A99 I98 C99 D99
11 8 3 BB.GH...FGH.AAFG.I.....ICCCDD....EE. F99 G98 B96 H99 A99 I99 E99
11 8 3 BB..........AAF.HI..FGHICCCGDDEE.G.. F98 G97 B96 H99 A99 I99 D99 E98
11 8 3 .BB.H....GHIAAFG.I..FG..CCC.DD...EE. F98 G99 B97 H99 A99 I98 D99 E99
11 8 3 .BB.H....GHIAAFG.I..FG..CCC.DD.EE... F98 G99 B97 H99 A99 I98 D99 E99
11 8 3 .BB.H....GHIAAFG.I..FG..CCC.DD....EE F98 G99 B97 H99 A99 I98 D99 E98
11 8 3 ..BB.I..F.HIAAFGH....G..CCCGDD....EE F99 G98 B98 A99 I97 D99 E98
11 8 3 .BB.........AAF.HI..FGHICCCGDDEE.G.. F98 G97 B97 H99 A99 I99 D99 E98
11 8 3 .BB.....F..IAAF.HI...GH.CCCGDD.EEG.. F99 G97 B97 H99 A99 I98 D99 E99
11 8 3 BB......F..IAAF.HI...GH.CCCGDD.EEG.. F99 G97 B96 H99 A99 I98 D99 E99
11 8 3 BB.GH...FGHIAAFG.I......CCCDD....EE. F99 G98 B96 H99 A99 I98 E99
11 8 3 BB.GH...FGHIAAFG.I......CCCDD.....EE F99 G98 B96 H99 A99 I98 E98
11 8 3 ..BB.I..FGHIAAFGH....G...CCCDD....EE F99 G99 B98 A99 I97 C99 D99 E98
11 8 3 BB.GH...FGH.AAFG.I.....ICCCDD.....EE F99 G98 B96 H99 A99 I99 E98
11 8 3 .BB.H....GH.AAFG.I..FG.ICCC.DD.EE... F98 G99 B97 H99 A99 I99 D99 E99
11 8 3 ..BBH...F.H.AAFG.I...G.ICCCGDD....EE F99 G98 B98 H99 A99 I99 D99 E98
11 8 3 .BB.H....GH.AAFG.I..FG.ICCC.DD...EE. F98 G99 B97 H99 A99 I99 D99 E99
11 8 3 .BBGH....GHIAAFG.I..F...CCCDD....EE. F98 G98 B97 H99 A99 I98 E99
11 8 3 BBFG....FGH..AAGHI.....ICCCDD...EE.. F96 G98 B96 A98 I99
11 8 3 .BBGH...FGHIAAFG.I......CCCDD.EE.... F99 G98 B97 H99 A99 I98 E98
11 8 3 ..BB....F..IAAF.HI...GH.CCCGDD.EEG.. F99 G97 B98 H99 A99 I98 D99 E99
11 8 3 ...BBI....HIAAFGH...FG..CCCGDD....EE F98 G98 B99 A99 I97 D99 E98
11 8 3 BBF.....FGHIAA.GHI...G..CCC.DD...EE. F96 G99 B96 A99 I98 D99 E99
11 8 3 ...BB......IAAF.HI..FGH.CCCGDDEE.G.. F98 G97 B99 H99 A99 I98 D99 E98
11 8 3 ..BB.I..F.HIAAFGH....G..CCCGDDEE.... F99 G98 B98 A99 I97 D99 E98
11 8 3 ..BB.I..FGHIAAFGH....G...CCCDDEE.... F99 G99 B98 A99 I97 C99 D99 E98
11 8 3 .BB.H...F.H.AAFG.I...G.ICCCGDD....EE F99 G98 B97 H99 A99 I99 D99 E98
11 8 3 BBFG....FGHIAA.GHI......CCC.DD..EE.. F96 G98 B96 A99 I98 D99
11 8 3 ...BB......IAAF.HI..FGH.CCCGDD...GEE F98 G97 B99 H99 A99 I98 D99 E98
11 8 3 ..BB.I..F..IAAFGH....GH.CCCGDD..EE.. F99 G98 B98 H99 A99 I97 D99
11 8 3 ..BBH...FGH.AAFG.I...G.ICCC.DD...EE. F99 G99 B98 H99 A99 I99 D99 E99
11 8 3 .BB.H....GH.AAFG.I..FG.I.CCCDD..EE.. F98 G99 B97 H99 A99 I99 C99 D99
11 8 3 ..BB.I..FG.IAAFGH....GH..CCCDD..EE.. F99 G99 B98 H99 A99 I97 C99 D99
11 8 3 BB......F...AAF.HI...GHICCCGDD.EEG.. F99 G97 B96 H99 A99 I99 D99 E99
11 8 3 ..BB.I..FG.IAAFGH....GH.CCC.DD.EE... F99 G99 B98 H99 A99 I97 D99 E99
11 8 3 .BBGH...FGH.AAFG.I.....ICCCDD....EE. F99 G98 B97 H99 A99 I99 E99
11 8 3 .BBGH...FGH.AAFG.I.....ICCCDD..EE... F99 G98 B97 H99 A99 I99 E99
11 8 3 .BBGH....GH.AAFG.I..F..ICCC.DD..EE.. F98 G98 B97 H99 A99 I99 D99
11 8 3 .BBGH...FGHIAAFG.I......CCCDD....EE. F99 G98 B97 H99 A99 I98 E99
11 8 3 .BBGH...FGHIAAFG.I......CCCDD.....EE F99 G98 B97 H99 A99 I98 E98
11 8 3 .BBGH...FGHIAAFG.I......CCCDD..EE... F99 G98 B97 H99 A99 I98 E99
11 8 3 .BBGH...FGH.AAFG.I.....ICCCDD.....EE F99 G98 B97 H99 A99 I99 E98
11 8 3 ...BBI...GHIAAFGH...FG...CCCDD...EE. F98 G99 B99 A99 I97 C99 D99 E99
11 8 3 ..BB.I..FGHIAAFGH....G...CCCDD.EE... F99 G99 B98 A99 I97 C99 D99 E99
11 8 3 ..BBH...FGH.AAFG.I...G.ICCC.DD....EE F99 G99 B98 H99 A99 I99 D99 E98
11 8 3 ...BBI....HIAAFGH...FG..CCCGDD...EE. F98 G98 B99 A99 I97 D99 E99
11 8 3 ..BB.I..F.HIAAFGH....G..CCCGDD...EE. F99 G98 B98 A99 I97 D99 E99
11 8 3 ...BBI....HIAAFGH...FG..CCCGDDEE.... F98 G98 B99 A99 I97 D99 E98
11 8 3 ..BB.I..F.HIAAFGH....G..CCCGDD.EE... F99 G98 B98 A99 I97 D99 E99
11 8 3 BBF.....FGH..AAGHI...G.ICCC.DD..EE.. F96 G99 B96 A98 I99 D99
11 8 3 ...BBI...G.IAAFGH...FGH..CCCDD..EE.. F98 G99 B99 H99 A99 I97 C99 D99
11 8 3 ..BB.I..FGHIAAFGH....G...CCCDD...EE. F99 G99 B98 A99 I97 C99 D99 E99
11 8 3 ...BBI..FG.IAAFGH....GH..CCCDD..EE.. F99 G99 B99 H99 A99 I97 C99 D99
11 8 3 ...BBI...G.IAAFGH...FGH.CCC.DDEE.... F98 G99 B99 H99 A99 I97 D99 E98
11 8 3 ...BBI..FGHIAAFGH....G...CCCDD...EE. F99 G99 B99 A99 I97 C99 D99 E99
11 8 3 ...BBI..F.HIAAFGH....G..CCCGDD...EE. F99 G98 B99 A99 I97 D99 E99
11 8 3 ..BBH...FGH.AAFG.I...G.ICCC.DD.EE... F99 G99 B98 H99 A99 I99 D99 E99
11 8 3 BBF.....FG.I.AAGHI...GH.CCCDD...EE.. F96 G99 B96 H99 A98 I98
11 8 3 ...BB...F..IAAF.HI...GH.CCCGDD...GEE F99 G97 B99 H99 A99 I98 D99 E98
11 8 3 .BBGH...FGH.AAFG.I.....ICCCDD.EE.... F99 G98 B97 H99 A99 I99 E98
11 8 3 BBF.....FGHI.AAGHI...G..CCCDD.....EE F96 G99 B96 A98 I98 E98
11 8 3 BBFG....FGHIAA.GHI......CCCDD.....EE F96 G98 B96 A99 I98 E98
11 8 3 BB.GH....GHIAAFG.I..F...CCCDD....EE. F98 G98 B96 H99 A99 I98 E99
11 8 3 BB.GH....GHIAAFG.I..F...CCCDD.....EE F98 G98 B96 H99 A99 I98 E98
11 8 3 BB..H...FGH.AAFG.I...G.ICCC.DD.EE... F99 G99 B96 H99 A99 I99 D99 E99
11 8 3 BBFG....FG.IAA.GHI....H.CCCDD...EE.. F96 G98 B96 H99 A99 I98
11 8 3 BB..H...FGH.AAFG.I...G.ICCC.DD...EE. F99 G99 B96 H99 A99 I99 D99 E99
11 8 3 BBF.....FG.IAA.GHI...GH.CCCDD.....EE F96 G99 B96 H99 A99 I98 E98
11 8 3 BB..H...FGH.AAFG.I...G.ICCC.DD....EE F99 G99 B96 H99 A99 I99 D99 E98
11 8 3 BB.........IAAF.HI..FGH.CCCGDD.EEG.. F98 G97 B96 H99 A99 I98 D99 E99
11 8 3 BB.GH...FGH.AAFG.I.....ICCC.DD..EE.. F99 G98 B96 H99 A99 I99 D99
